id,bio
26169821,Website developer |game developer |Love robotica | IOS app developer |Love programmering | love server side scripting| Android app developer|
16059874,Python developer | Data Analyst 
3939305,welcome to http://litesuits.com
10096354,Digital Nomad
456973,"Freelance Front-end specialist and Web Apps Developer, Electrical & Electronics Engineer."
9411143,"DevOps, CI/CD Automation, Windows Automation, PowerShell MacGyver.
"
15023107,"Year 4 SWE - McGill University
"
194969,"I am a man, previously from New England, now from the Bay Area, who is a fine purveyor of artisanal beep boops."
5572129,software engineer / digital artist / mechanical keyboard enthusiast
19337292,"Front-End Web Developer from Seattle, WA. "
21252014,fullstack developer
17046036,"AI LAB in Hanyang Univ. /  
@HYU-AILAB / @HYU-ICEWALL"
4760580,Motivated individual and aspiring professional developer 
1271375,Software developer
1797426,????????????
8936983,"???Build your own dreams, or someone else will hire you to build theirs.???"
23291801,Find me at @marcotjokro | Projects: @LiveWellApp @bronzeandcopper 
20437842,Junior Frontend Developer
139786,"Director of Engineering @ Gloo
Partner @ Two's Complement"
22999601,Manners make it man.
30088518,A little addicted to coffee
12413974,Application Security Engineer at Bentley Systems. Blogger. Mountain Biker.
6282454,Web Developer & Security Researcher @Squnity  
13248042,d.
10804031,"Web developer, marketer, and entrepreneur. Slowly freezing to death in the Portland area."
8084511,Masters of Service-oriented Computing at Auckland University of Technology
29857559,"17. Software Engineer; Java, C#, SQL, Python & more."
12261635,(??????????????????? ?????????
11639036,"Computer Science student in Stockholm, Sweden."
1273247,Student at University of Tsukuba.
5418385,@CyberAgent
20258167,"Compute Science Undergraduate at University of Colombo School of Computing, Srilanka."
5906175,Software Developer
16874242,UF '18
9719778,in between a QA and a SDET!
976307,"Boss of @DigitalMagicCo. Loves to code.

Yo tambien gracias."
26547942,zhonglinhong107@gmail.com
4307170,"I'm a Library IT Professional working in the west of Melbourne.
All opinions expressed here are my own."
16759350,"A Weird Person.
Me A Programmer.
Chocolate And Cheese Lovers'."
25302911,Mentor @codercamps  and Full Stack Web Developer with a focus on .NET
2624545,Senior Software Engineer
354147,"Passionate about the web, data and trails.

???????? & ????????"
5896038,A Android Developer
24381309,qq 523451928
21111506,I am self motivating person and a hard worker towards my dreams. I want to become a great programmer. My strength is that I am obedient towards my work.
16462374,Be a simple bright man
11070271," Learner & Problem Solver. Full Stack Java Developer, StackOverflower, Curious about Open source, Machine learning & AI"
1160316,"I love tech! Coding for me is always a happy time! 
I want to learn everything, from Operating Systems, to programming languages, to patterns, to ..."
12202226,I am a UI developer with 3 year of expreance.
24915296,21 y/o | Datatechnican | Interstellar lover | Proficient in nothing so far. 
4497234,"Computer Vision Engineer, CMU Graduate, Technology enthusiast."
809138,Graduate student at MIT
14846508,Full-Stack Web Developer
3526276,"???????????????(?????????)??????????????????   
   
Prog/Coser/Cyclist"
10302391,Enthusiast Computer Programmer...
14970892,??????????????????????????????????????????
8528039,"WWDC 2016 and 2017 Scholar, hosted PGCTF 2017."
20409413,Scaling one function at a time.
22244184,Front End web developer/designer
11457858,"DevOps engineer, Scala & Jenkins addict, interested in Machine Learning & Big Data stuff."
8123678,<BornToCode />
30219979,University of Chicago Class of 2020 Computational and Applied Mathematics Major with a focus on Swift and iOS App Development.
30192217,"NLPer, @THUNLP, Face++"
17253756,Hi I'm a third-year french web student at HETIC
6453335,"Full-stack developer and musician. Pursuing a double major in computer science and linguistics with interests in NLP, data-visualization and UI design."
25096376,Learning to Code
10617269,Aspired Software Engineer ???????? 
28573452,University of Toronto Mathematics and Physics Specialist
2166992,embd dev
14872838,I'm here to code things and chew bubblegum... and I'm all out of bubblegum.
15968059,"public class Karma extends Bitch {
    // ???
}"
21237111,Android Enthusiast and Developer | Adventure Lover | Future Computer Scientist
7290408,Research Analyst @FRBNY-DSGE.
19526830,????????????????????????????????????...
18371272,"junior frontend developer, #react.js, #sass."
3163608,@GeniXCMS Founder
1026439,"Break Some Rules ... Make Some Noise
A man on earth with Designer Heart & Developer Soul."
17369574,Assembly language Disassembler/Compiler/Decompiler/PHP Framework/Master of Python Codes!!!
23179188,Always ready to do and learn good things.
12959101,"ORISE Fellow with the US Forest Service studying the intersection of climate change, land use change, and water quality."
26121083,CSE student at VIT Chennai. Codes in Ruby | Python | Javascript | PHP
14540585,Passionate about Web Development and Deep Learning.
9401905,Been a developer since 2001. Worked in IT management role for many years and still love coding. Now I'm with startup  Augwit Technology as partner & tech lead
24387580,I'm a senior year undergraduate in HKU.
8218231,Data scientist. Journalist. Restless mind. 
6836744,"Talk is cheap, show me the code."
10734106,Programmer
8900898,???????????????
10334272,Mobile Developer
9260091,Temple University Computer Science '20. President of @tusecorg and VP of @tudev
31629114,Enthusiastic developer always looking for new projects
5949433,hardware/software tinkerer and 80's arcade enthusiast 
17013795,Big Data Analyst
14168376,Movie creator (motion graphics)
386720,????
9153800,alias cd='rm -rf'
1905564,"Developer, visual artist and musician."
26348646,"Graduando em Sistemas de Informa????o pela UniFacisa - PB, trabalha como UI Design e Desenvolvedor Front-End J??nior no LTI-UniFacisa."
2375148,"Software engineer @tcncloud, teacher, student, gamer, father, husband, book reader and hiker. Mostly working on all sorts of Javascript things."
8251389,Chris hails from the island of Jamaica and he is a trained Financial Economist and Data Scientist who is passionate about driving business value with data.
13177646,be better
24913484,I'm a geology student interested in computer programming.
25965380,Amateur game developer.
1967105,"Business Analyst, Coder, Food Truck aficionado, and Mountain bike enthusiast."
1724428,A JS and Java lover.
17225119,"We (@ericxlive and @thiagodinizf) develop software worldwide and on-the-go. We have more than 15 years of experience in Java, Ruby on Rails and Python/Django. "
1710505,My avatar is not amused
1211823,"Engineer, distributed systems, machine learning"
13950158,PhD student Computer Sciences at Hasselt University
16920168,"Front-end developer
React JS"
10473180,"**Frontend Developer and Graphic Designer** 100% self-taught, Very curious of the technologies developed in javascript learning every day (React & react-native)"
5379255,"Developer for Geeni. Student at UC Berkeley. Computer Science and Stats Major. See my website for a full resume. 

http://www.linkedin.com/in/andrewmzhang"
22388514,A rookie developer
22876165,On the look-out for developing sophisticated software. Developing vision is towards the functional programming. [ C# && Java ]
200448,Co-founder at Sesame
15712812,"Freshman, looking for a gig."
16276454,??????
15630740,????????????????????????????????? 
6971785,??????Android???????????????
17054180,A little developer trying to make a difference :)
5805530,Technical Consultant at Proact VX | Cloud Lover | Azure Junkie | RES RSVP | Citrix Addict | C# | IoT | Cyclist | Cooking | Gadgets | Travel | Music
14258095,I'm currently a student of Computer Science And Engineering Dept. at United International University. I'm currently in 12th Trimester of bachelor's degree.
32143111,"Currently learning full stack web development online through The Flatiron School. Stack currently includes Ruby, SQL, Sinatra, Rack, ActiveRecord and Rails"
16281274,"architect and urban designer, also trying to code"
5706372,prgmr jr
32806873,"Uighur-Robot
"
25939177,"19-year-old Computer Engineering Student 

"
20276183,?????? ????????? ????????? ????????? ????????? ??????
20791784,"Computer engineering student.

I like alpacas"
1835427,Educator/iOS Developer/Rapper
4405369,to be better yourself.
679163,big ups to @craylton
10949463,"Carioca, 22 anos e atualmente morando em Niter??i. Estudante de Engenharia da Computa????o no Instituto Infnet, e meu hobby ?? criar/fazer coisas novas, inovar. "
29749582,web???????????????
22040639,I am a fourth year Software Engineering and Commerce conjoint student studying at the University of Auckland. Expected grad at end of 2019
5912156,"Um louco que quer mudar o mundo, usando a tecnologia e o amor pra isso

twitter: @rastamansp"
18183021,carry on
12937257,I am a sophomore at Winthrop University studying computer science. I am an avid Linux user and I love free software. 
31789622,Pursuing degree in Computer Engineering interested in front end web-development.
13116108,Full Stack Web Developer
5819132,learner
8006503,Cloud Native Junky!
34352201,19 years old from Bulgaria.Studying Software Engineering in FMI-Plovdiv and SoftUni
12215662,????????????
6477670,Open to new opportunities. #javascript #node.js #python 
14345020,I am Web developer.
16961143,I'm cool
9611545,I am a web developer from Hong Kong. I write and I code. https://andrewmmc.com
24558374,I am a students
22725085,"(freenode, Discord) = (chocopuff, efank#9753)"
4968362,"Computer Science student at the UTC (Universit?? de Technologie de Compi??gne, France)"
370699,Software Engineer
25711714,You can accomplish anything with light documentation and dark coffee.
3610518,Interested in making the world a better place through technology and software.
18073486,"Developer &
Musician &
Gamer"
2049545,Founder & Principal Consultant @dot-labs 
12188820,programmer
896276,Node.js backend developer @Lendix
119352,Contract developer with 10 years experience building effective web applications.
5318301,????????????
33355653,ICT student
1100638,just a nerd.
10233227,I let technology do what it does best  by letting it  solve problems for me
3817279,#androidDev enthusiast 
89514,Software Engineer @algolia 
32979430,passionate front-end & JavaScript developer
7898942,"JavaScript Enthusiast who happens to love riding, singing and eating of-course.
Passionate about React, react-native, AngularJS and PWA"
8440220,"A good code should read like a story, not like a puzzle"
3827219,noting
49485,Product Owner at @bioritmo and member of @guru-sp 
18464885,"Alien lisper, compiler developer, full-time full stack engineer, physicist."
17461028,Full stack Java developer | 16
22618497,"Games Development Student, IT Carlow"
7904043,"web developer,giser before."
25123778,"Ironhack Web Development graduate. Jr. Full Stack Developer, Java, Spring, Hibernate, JDBC, JPA, SQL, Javascript, HTML, CSS, Node.js, Express, Angular."
2700564,CTO
8190843,A minimalist iOS developer and an entrepreneur.
240569,A pile of trash pandas pretending to be a human.
10930318,"Engineer at Kaiser Permanente. Interested in accessibility technology, VR, and becoming of of those programming masters. A little too enthusiastic about living."
11509746,"I love to code. HTML5, CSS3, JavaScript, JQuery, AngularJS and C# .NET are what I have the most experience in at the moment...but I'm always looking to learn."
10291644,"If you wish to make a mobile application from scratch, you must first invent the circuit."
17203703,Hello. I am a seasoned accounting professional transitioning to a career in software development.  I am passionate about code and learning new technologies!
11431536,"Self-educated and self-motivated.
Software Developer #JavaScript #React #Redux #Node #WebStuff"
33236376,Apaixonado por programa????o. T??cnico em Inform??tica e Graduando em Sistemas para Internet (IoT).
1185146,???????????????????????????????
1229233,"Enthusiastic software engineer, working primarily as backend developer, network engineer and full-time Go maniac. ?????????????????? Work account: @ondrej-fabry"
472541,Passionate about web technologies; software developer at TRP-Solutions. Primarily using HTML/CSS/JS/PHP.
30030949,"Yousef riyadh BA in software engineering .net,android developer 
"
1487746,Aint no rest for the wicked
16667999,"IT student and Freelance developer.
Intern at CodinGame"
539588,"Father, Gopher, CTO"
24239074,College student in management information technology . Great interest in Linux and cybersecurity.
4769081,"If doesn't have a solution, so, isn't a problem.
Linux, Ruby on Rails, MacBook Pro lover."
2047775,Javascript Developer with a passion for delivering products that look good on screen and code editor.
13410285,fool stack
5171607,https://www.linkedin.com/in/bryanyang0528/
23001819,"Comp Sci Course Assistant at Boston University. 
BU CS Class of 2020"
457280,stuff and things. automated. GH contribution graph gets sad when your new company uses bitbucket. 
16126904,Developer at Point Blank Creative.
16653763,Fullstack Developer
22793707,Cyber Security Specialist
24417221,"UI/UX Designer & Front-End Web Developer. 
   
Currently working mainly off of VSTS."
26414042,Full Stack JavaScript Samurai (???)
20108174,A Product-Manager-turned-FrontEnd-Developer who is enjoying new challenges every day.
11146088,Fullstack developer & Software Craftsmanship Explorer
4216872,https://www.paypal.me/JPSDEVTEAM <--- DONATE
28642510,"Mechanical engineer, turned software developer ^-^v"
3987220,I'm a software engineer on #fuchsia! I focus on building testing and infrastructure systems.
13469442,Front End Developer
5029019,python and go....
30241297,Student at the moment.
2098855,Senior Backend Engineer at HelloFresh
31107831,Striving to implement new technologies in form of Android Apps
15795163,Software Developer.
9618470,Full-stack Engineer. Currently digging up Go lang world and enjoying. World Wide Web rocks!
19372567,Junior Developer at Billplz Sdn. Bhd.
5250533,"ASIC Verification, FPGA, Linux Driver"
14284110,"Biomedical imaging informatics researcher at University of Florida.
Member of @CytoInformatics.
JavaScript, HTML/CSS, SQL, Python, MATLAB, and C/C++."
20151622,???????????????????????????
17316003,Just Do it!
2167222,Frontend Engineer
34408021,"https://www.facebook.com/groups/javascript.auburn/
https://www.facebook.com/groups/java.programming.auburn.wa/
https://www.facebook.com/groups/free.code.camp."
21209853,Coding rockstar ????
1127225,Full Stack Developer at Amil
15415968,Undergraduate student from Telkom University. Very enthusiast in Machine Learning
3122870,Software Developer at ikarus.ai
6675750,Graduate Researcher
11241910,crud dev.
6839921,Master-Student in information technology based on signal processing and embedded program. Currently doing master thesis in the deep learning field. 
11937839,"I'm currently working on opensource project in @subutai-io, @optdyn  "
34673051,TheQueen Developer
5137953,"RoR, Swift"
12258878,IT Student at FH Dortmund and working at RIPS Technologies
25733406,Full Stack Developer
897523,Author ??? Speaker ??? Teacher ??? Developer ??? Baller
28017577,postdoc in freshwater ecology
345318,Senior Software Engineer
33738172,Just a college student.
27634501,"I like challenges and through this I can grow professionally.
"
950787,Developer
29443123,?????????????????????...
19368227,Academic Librarian at the University of Southern Queensland. 
24509942,"Undergraduate student at IIT-Bombay (2020).

Fascinated by Deep Learning | Computer Vision |  Reinforcement Learning"
1624744,CTO ???Now or never???
8355194,"ENI undergrad at BITS Pilani, Goa. "
13310296,"Love to make ,
Love to think ,
What a paradox ,
Looking For balance
"
2989402,"Python. FOSS. Carpe diem, quam minimum credula postero."
8875395,student at chalmers
6378625,Software Engineer & Java Developer 
11223918,Machine Learning & Deep Learning
8653966,IT
296323,https://keybase.io/luminoso
17308154,make a progress every day
21048863,Independent developer.
16075347,"nothing
"
27470842,Full Stack Web Developer
16617129,Java Developer 
7501063,Research scholar at Caltech. 
19365765,"I'm a full-stack developer, focused in Angular and TypeScript. I also do Python, C#, and the .NET ecosystem."
13975300,Student at BME 
9011886,"Passionate about iOS/Swift development. Father, Husband, little dog tamer."
12658912,"twitter.com/rajpratik71 ,
Linux @ Semicode-OS.github.io
, Android development, , Website development , designing, S.E.O"
26601679,I am a Student.
7057437,Undergraduate Student at NJIT.
588834,Software Developer with Amazon. My online signature is sugavaneshb@.
163172,"Ruby, JavaScript, and Scala."
10193394,Working with webdevelopment.
6286544,"Developing websites in JS and PHP, apps for Android and learning for iOS."
12554659,"Computer Science major at the University of California Irvine. 
Experienced in Front-end development and Product Management."
5571416,"I enjoy technology, music, and just being able to solve problems both logically and creatively."
1044559,Co-Founder @Insighty-Studio. Fascinated by people and software. Reach out to me to get help with your product.
742786,I work on the mangOH open hardware project at Sierra Wireless
28568360,??????????????????
18304431,FullStack dev at Kelinetwork
21999457,Just A tech
25760501,"14 year old Programming enthusiast.
I can code in HTML, CSS, JS, PHP, Python and Java.

I want a girlfriend!!!
"
5228593,"I am a Web Developer with 8 years experience working for various size companies and projects, using HTML, CSS (LESS   Sass), JS including JQuery and Angular JS."
8372148,"Electrical Engineer and Kyokushin Karateka doing maths, RE and 0days for fun and profit."
1812175,"I like to code in the UI. Most of my work here is in private repos, but can be found out in the wild. Opinions my own."
29933026,"Love coding, building, and debugging! Background in applied mathematics, computer science , and teaching."
774379,Passionate about managing distributed software teams and making things happen
4832614,??????????????????
14343298,"Passion work, Happy life"
3372489,Do you speak Perl too? ????
7708078,I should do things here more often
153946,DevOps
379176,"Board bringup, Linux Drivers, Linux Systems Programming, DevOps and web guy.

I don't know how to put this, but I'm kind of a big deal. "
11941324,developer 
4183824,???? Developer.  ???? Student. ????Milan.
2511837,"Big developer, 2 meters tall :)
Android tamer on a daily basis."
4113173,"Life is just like a dream, and how many happy hours do we have?"
25260367,believe in yourself = be alive in urself
12010694,software engineer ????????
15729718,???????????????
636568,Technical Leader | Full Stack Developer | Instructor
1210919,I???m a seasoned technologist and product visionary. I???ve demonstrated success in driving initiatives from inception to execution.
5095713,???????????????
16903348,?????????Python / Swift / Scheme / C
7128450,"I am a researcher of information diffusion over world wide web, boosting algorithms that improves data locality, and causal inference."
18402204,"A random guy pushing himself to be a best coder every day!
Focusing hard time on  C#, but also develop on HTML, CSS and JS!"
18108636,A   love   Technical   apes  -.-  Android
29125748,Full-Stack Software Engineer
10697959,Coffee ??????
61136,"@timbr-io, Georgetown, @geocommons
DC, ATX, DEN"
30993872,data visualization : webgis???webgl???three.js???leaflet???mapbox???maptalks???openlayers???d3
11898152,"MATLAB Tutor | Python, R Programmer | Interested in Data Science"
4335574,Software Developer
8560064,"Ubuntu geek, Interest Ruby on Rails, Web Developer."
11605963,:metal::metal::metal:
6175822,DevOps | Docker | Containers
10146300,"Bugmaster at @mozilla; enthusiastic supporter of coffee, power pop, ice hockey, and JavaScript"
27310534,Web Developer
10108318,Software QA
12273221,Front-end Web Developer at Banco Pan
3458888,I write code.
7903272,Android developer
30311996,yezhouteng@gmail.com
15357902,"Coding is love, coding is life."
14799153,???????????? ????????????
30665608,Electrical&Electronics Engineering student
12809186,My Honor as I am.
6780441,Front-end/JavaScript Developer
161295,A pragmatic engineer with interests in functional and distributed systems. clojure & erlang.
936708,?????? && ????????????
16136702,5L2g5LuK5aSp55yf5aW955yL
15634976,Software Engineering student at Universidad Austral
19521246,"WordBrewery.com teaches Spanish, English, and many other languages one sentence at a time with real sentences from the news."
8027649,Computer Science Student @ Anglia Ruskin
24455496,"I started programming in C#  but now I am starting to find my way into web development! React for the win!(and TypeScript)
Currently working on 3 Projects!"
14328890,"Software Development Student in Ireland. Mostly work in JS and C#.
Most repos on here are private college work stuff."
6623292,Google IT
842700,"Ruby and JS developer, interested in Go"
7573352,I am a geoscientist with an interest in using applied mathematics and principles of probability to solve subsurface and geospatial problems.
3216217,Sr. Android Developer
18681071,"UXD Intern at Google / Melbourne Uni /
I like to make things ???????? "
182510,"Researcher, Sketcher, Principal Architect at Lifion, by ADP, and member of the Torolab collective"
9089481,"I'm a simple full stack developer, that knows a multitude of programming languages and hardware configs with some computer animation skills Nothing major lol."
1213643,CEO @Kong 
3224880,Mr.Liu
10219741,MathiasLuo
1071914,frontendgineer
21107031,Discipline equals Freedom.
3897901,I am passionate about programming and application design.
1222892,just do IT
12636045,A game developer with Unity3D.
3984846,Web developer at myorb.com
25302709,Student currently enrolled in a Bachelor of Science in Information Technology program. Technology Enthusiast.
19703877,Associate Professor
11665035,Tecn??logo em An??lise e Desenvolvimento de Sistemas e autodidata
9979531,android-developer
1206637,"Senior Software Engineer @researchgate, former @getyourguide"
11053605,to be an engineer
18495900,"I'm JB, an extremely passionate android developer that just started his development career and earned android advanced nanodegree from udacity. "
32649934,Computer Networking Student at Birmingham City University 
31753650,Pursuing MS in Robotics at Northwestern University 
25300130,DevOps at Zendesk 
31923567,"- Graduated Nanodegree: Android Basics Scholarship by Google/Udacity(September 2017 - August 2018)
- Studying Android developer by Google (from July)"
1554947,"I'm currently a MSc student in Computer Science Student in Brazil, my area of focus is computer graphics."
11968101,"Love Coding and Creativity.
Get Inspired Everyday."
17093299,"Aspiring Software Engineer
Recently graduated in Software Engineering
(Master's degree)
Concordia University, Canada"
762308,Building and helping people to build things for the web.
15279734,Hi guys!  I am s/w engineer and interested in social networking. I hope that my products or services make peoples to be encouraged.
6526548,I study interface design at the university of applied science in potsdam.
1163342,Software Developer
11910547,"Interface Engineer @area17, ex fullstack developer @Datagif, student @Gobelins"
8814535,????????????????????????????????????
479012,Developer.
1081448,CTO @resuelve 
11577776,Detection Engineer
7195470,To learn. To create. To share.
1299283,www.muratatalay.com
9623159,Open Source
914316,JS Lover based in Amsterdam
22779039,free software enthusiast
27014181,Android Developer
10523232,"Whenever I see a door that says ""push"", I always pull first, to avoid conflicts.

Learning & Loving Kotlin"
9035704,"Software Developer
"
29574509,"You don't know who I am, but I know who you are."
24741230,Android Developer ||  Software Development Intern @Xwards
25890552,Day Learner Night Coder
13307310,"Graduate student @ University of Toronto machine learning group, and Vector Institute."
4386281,"a life-long learner / a Psychology, Astrology, Ancient Egyptian culture lover, also a coffee mocha lover."
20656741,"EE Background, Associate Data Scientist"
16318438,The true sign of intelligence is not knowledge but imagination.
12395485,SharePoint Consultant at Intelligent Decisioning Ltd. Ex-developer still writing code (probably badly!).
11086807,"No matter what happens, be cute"
7028975,MSc in Applied Informatics at @UFRPE and Software Engineer at @CESARBR
19199223,Too
817073,??????????????????
5690103,"Geographer, developer and GIS specialist. "
5500317,I am a developer living in Oslo
7284723,web app and video game dev. passionate about innovating human communication and experience.
20564040,"Mechatronic Engineer. 
M.Sc student on Automation and Systems Engineering."
167982,Consultant | Instructor | Coach. Founder MVPLean. MOOC instructor @fromzeroedu.
8385441,Experimental psychologist studying somatosensory awareness with psychophysics and neuroimaging
13711406,I have a weird relationship with technology.
1988807,"Most interested in deep-learning, especially for natural language processing. Love to code very much."
2542172,"python,android,php developer ."
22151248,"IT Engineer
-Networking
-Security
-Webdesign
-Databases"
8991353,Twitter: @gerardomdnr
22473099,"web developer
python programmer
Interested in launching  startup"
33364190,?????????????????????
3507985,"I love JavaScript, reading books, drinking coffee and taking notes.

Most of the repositories are part of tutorials I write over at dev.to/aurelkurtula"
2573188,"PhD candidate at @AramisLab in the @BrainAndSpineInstitute, Paris, FRANCE. I'm working on multimodal brain connectivity and machine learning."
11625997,"California State University, Fullerton Student
Software Engineer"
3888884,lazy guy
26198477,I am an Android & Web Developer and a Programmer. I love to play with codes and sort out bugs. My ambition is to become a Googler.
629122,Freedom Bounty Hunter
1382697,Quod erat demonstrandum.
15002885,web developer/visual artist.
12333609,devops
4355035,"Cloud Consultant, wrote The NGINX Cookbook, Infrastructure/Config Management, CI/CD. Friendly and open to discussion & PR's. "
10183382,Indian Institute of Technology Roorkee
1044820,"Freelancer, WordPress Code Writer, Web Developer. Creador de Twenty'em (https://github.com/rogertm/twenty-em)"
8328240,A grad student at Concordia University
17785318,Owner of BacoNetworks
19271090,"I am a full-stack web developer with primary focus in JavaScript, Java and Python. I love programming and working across all areas in software development."
1334174,"Software Engineer, I like to do creative things with programming, and I'm always looking to learn something new!"
32887566,Data science enthusiast who is passionate about creating transparency within the healthcare industry.
5094296,"Frontend Developer @anarock

Previously @housinghq, @elarahq.

http://twitter.com/azizhk110"
7281281,Web Application Developer
4936617,UI Designer & Web Developer @Dripline
8008527,"Mobile Developer // Electronics Tinkerer // Indie Game Designer

Twitter: mattregul"
26055704," No pains ,no gains.."
1279607,developer avocado ????
3323717,"root by day, gamer, programmer, and zombie aficionado by night (but I'm in bed by midnight if you're reading this, mom.)"
4379818,"Full Stack Developer 
Ruby : Ruby on Rails : ReactJS "
23429527,iSuHao's page
9054669,Learning has no bound
1096704,"Grad student, human being."
17530895,Deep Learning and AI enthusiast.
25945100,My name is Fathima Rukaiya Mohammed Reeza. I am a Sophomore in City College of New York who is pursuing a B.S degree in Computer Sceince. 
17696401,Nice too meet you !
10162834, Android Coder
17454183,"Solution Engineer at Oracle

"
2780123,a being with glasses
11334765,Senior iOS developer at We Are Mobile First.
22579022,Web Developer
8868916,"A Software Engineer who wants to write clean code with kind people in a calm environment. Each week I want to be a better, more skilled, and more content person"
1835107,WebVR and Spatial computing.
1102120,"Software engineer, obsessed with creativity and innovation. Always seeking the minimalism and the best value to my clients, users and society."
1222115,??????????????????
4917754,????????????????????????????????????????????????
3772231,http://ankitthakkar.branded.me
15335682,Java Developer
16637215,I am a Computer Engineering student with a passion for developing awesome stuff ???????
23485085,We are can
16432329,????????????????????????
22237899,???Que a For??a Esteja com Voc??!???
7171192,???????????????????????????????????????
20586532,16yo full-stack dev.
1457449,/* The only source of knowledge is experience. *\
14250344,Problem solver.
2064795,"????????????,???????????????"
13148744,Crazy Boy come on..coding
25077017,"a budding web developer and open source enthusiast,
NSIT batch of 2020"
2691587,Banging on my keyboard and sometimes something cool happens
17357089,"A 16 year old developer, who likes to watch anime (actually, an otaku) and code in C++ and Python for Linux, Windows and Android. Steemit username: @faded-light"
20016330,Android developer
155693,"We're just two lost souls swimming in a fish bowl, year after year."
17314595,This is just me
355046,Contract/Freelance Front-end Designer
18521977,helping passionate people build futures
55876,IT passionate.
20798503,newbie coder
33327891,I study computer music and computer science
22476594,Back-End Web Developer
25732510,"Looking for software engineers & data analysts! 
Please reach out to paulina.ika@go-jek.com."
16821536,"Retired basketball player, watchman fan, loves music and guitars"
3246666,"Software Engineering Student at the University of Brasilia
Trying  be a full developer and you can view my evolution through my github. 
"
26708690,need more coffee
5162664,"FOSS developer, CUNY math student."
14962625,"back-ending programmer
c/c++ java"
424316,Polyglot Clean Code Developer and Architect :-)
15189313,"Full Stack Developer, I do what I enjoy!"
16663823,Machine Learning | Cloud Computing
20248598,I help land surveyors help land surveyors
3538901,software engineer and roboticist making self-driving cars @cruise-automation. eecs @mit. @sipb.
10244707,Moving towards Everything-as-code
7107196,Sometimes a mage.
17083807,"I am a junior web developer and I am trying to get better everyday!
My passion is javascript and wordpress development....
Still though, I need more practice"
11785384,Front-end developer
29220642,???????????????
1178300,Lost in translation from transcension!
13773645,Full Stack Developer
8220954,I should type something here.
18084119,Mobile developer. I mostly work with React Native and Android. Check my work at  https://aleksefo.github.io/
26281560,Learn Create Share 
24570709,"Undergrad@IIITA | Android Enthusiast |
Coordinator - App Development Wing @GeekHaven"
16945459,GIS expert with a focus on application development. I'm currently looking to take my career to the next step and delve into programming full-time
15626982,Alien
7953997,??????????????????????????????????????????
10416949,Computer Science (BSc) in the University of Edinburgh.
1787642,Second-year Software Engineering student at the University of Auckland.
24882101,"Presently pursuing a bachelors degree in Computer Science, I like exploring and learning new technologies."
891076,Front-end Developer/UI-UX enthusiastic.
6527200,"Data Scientist + Gamer
"
13400837,CoMPutEr Boi ~
765322,Full stack JavaScript developer
22016005,Front-end developer.
4606518,"Software Engineer and Android ""app project"" lecturer"
15180753,"Electronic and Information Engineer
3D printing enthusiast
Interested in Robotics and Space Exploration"
3265668,"Software engineer, and in the free time, cook. I'm a little nerd that like of alphabet soup in technology like PHP, JSP, Java, React, Docker, AWS, SAP MII, UI5"
25674459,Computer Engineering major at Cal Poly San Luis Obispo
10833500,"I enjoy analysing and building complex systems, including s/w, h/w, and everything in between. Currently data mining time series using neural networks."
9075971,"Bilkent University
Computer Science"
23249828,iOS developer
3227987,Software Engineer
1099593,Tech Savvy Product Manager with 10+ Years of Digital Experience
5231161,"Software Engineer at Strava, Inc."
18497277,Full-Stack Developer
15782070,Technology && Art
7803096,?????????????????????????????????????????????????????????
19966391,"???????????????,???????????????."
29372220,?????????????????????????????????????????????
14059714,Lifetime Learner
19627584,"I'm a Front-End Developer & Digital Design Brazil based, who like's create things that people love! ????"
13570713,researcher
9250896,Still getting experience and basically working on Java.
2804514,Android developer
8015830,"Senior Android/iOS, C++/Qt Developer"
10504740,"I work for Microsoft (but opinions are my own)! I'm a music lover, cloud data evangelist, photography enthusiast, and most of all proud dad and husband."
329376,"Function(al|ing) programmer. Current interests include Scala, Akka, Kafka, Spark, Finch and Neo4j."
16679453,SUTD Student. CS '18. Ultra huge fan of HackerNews and I simply just love going around scouring the web for the next coolest project.
34771728,Music
12744977,???????????????
16012509,???????????????90???
26100672,KAIST Computer Science
6762025,"Student at the Paul G. Allen School of Computer Science and Engineering, University of Washington."
29866661,Actuellement ??tudiante chez OpenClassRooms parcours d??veloppeur d'applications iOS.
22315887,A staff in Pangu.
8613926,Senior Software Engineer and Cyber Security Enthusiast.
6182838,Android and Backend Developer
1644236,"Founder of Foxbox, builder of mobile apps with React Native & Elixir."
1288313,Half Stack Developer
25247008,Programmer
4011675,Creating a world of pure white.
47504,"Information security engineer at @blazeinfosec. I like computers, punk rock and ska. I passed the Voight-Kampff test a couple of years ago."
1724759,"Hey ho :)

My name is Florian Rusch. I'm a German student of Business Informatic in Karlsruhe. I'm a Software/Web Developer since 2013."
15800200,GCI 2017 Winner => SCoRe | NITian | School Topper ICSE 2016 | Game developer on Unity | Computer Science Engineer | Coding enthusiast |
11168105,Just a programmer trying everyday to find a solution. 
20331418,????????????????????????????????????????????????????????????????????????????????????????????????
1716809,"Lean start-up and agile development, strategy and coaching. Please visit my website for more information."
12611460,Um desenvolvedor em constante aprendizado.
13356513,"General Manager && Full Stack Developer @ Masta.me 
In love with JS and Electronics. Faculty of Technical Sciences, Novi Sad."
8016152,Software Developer at Unimed Macei??
465758,I like programming.
26459893,Becoming an Software Engineering 
